,0,1,2
0,0.9888888888888889,0.9230769230769231,0.963855421686747
1,0.8961312026913373,0.7536231884057972,0.7571428571428571
2,0.7140007977662545,0.3559322033898305,0.42424242424242425
3,0.8759920634920636,0.5333333333333333,0.7941176470588235
4,0.4903926482873851,0.4,0.34615384615384615
5,0.7985714285714286,0.6206896551724138,0.6
6,0.9891304347826086,0.8275862068965517,0.9193548387096774
7,0.9330400782013686,0.5866666666666668,0.7304347826086957
8,0.707583196944899,0.2893081761006289,0.32335329341317365
9,0.3693379790940767,0.358695652173913,0.2625
10,0.9401154401154401,0.8048780487804877,0.8632478632478633
11,0.8194444444444444,0.6451612903225806,0.7380952380952381
12,0.8391666666666666,0.8489208633093525,0.79
13,0.9754385964912281,0.8571428571428571,0.9240506329113924
14,0.8308823529411764,0.48387096774193544,0.5761589403973509
